Currency;Opened UTC;Closed UTC;Bid Open;Bid High;Bid Low;Bid Close;Ask Open;Ask High;Ask Low;Ask Close;Ticks;Volume
EUR/USD;16.03.2016 00:00:00.000;16.03.2016 00:00:00.250;1,12677;1,12686;1,12677;1,12686;1,12683;1,12692;1,12683;1,12692;1;0;0.00006
EUR/USD;15.03.2016 23:00:00.000;15.03.2016 23:00:00.250;1,12686;1,12694;1,12686;1,12694;1,12692;1,12700;1,12692;1,12700;1;0;0.00006
EUR/USD;15.03.2016 22:00:00.000;15.03.2016 22:00:00.250;1,12694;1,12702;1,12694;1,12702;1,12700;1,12708;1,12700;1,12708;1;0;0.00006
EUR/USD;15.03.2016 21:00:00.000;15.03.2016 21:00:00.250;1,12702;1,12711;1,12702;1,12711;1,12708;1,12717;1,12708;1,12717;1;0;0.00006
EUR/USD;15.03.2016 20:00:00.000;15.03.2016 20:00:00.250;1,12711;1,12719;1,12711;1,12719;1,12717;1,12725;1,12717;1,12725;1;0;0.00006
EUR/USD;15.03.2016 19:00:00.000;15.03.2016 19:00:00.250;1,12719;1,12727;1,12719;1,12727;1,12725;1,12733;1,12725;1,12733;1;0;0.00006
EUR/USD;15.03.2016 18:00:00.000;15.03.2016 18:00:00.250;1,12727;1,12736;1,12727;1,12736;1,12733;1,12742;1,12733;1,12742;1;0;0.00006
EUR/USD;15.03.2016 17:00:00.000;15.03.2016 17:00:00.250;1,12736;1,12744;1,12736;1,12744;1,12742;1,12750;1,12742;1,12750;1;0;0.00006
EUR/USD;15.03.2016 16:00:00.000;15.03.2016 16:00:00.250;1,12744;1,12752;1,12744;1,12752;1,12750;1,12758;1,12750;1,12758;1;0;0.00006
EUR/USD;15.03.2016 15:00:00.000;15.03.2016 15:00:00.250;1,12752;1,12761;1,12752;1,12761;1,12758;1,12767;1,12758;1,12767;1;0;0.00006
EUR/USD;15.03.2016 14:00:00.000;15.03.2016 14:00:00.250;1,12761;1,12769;1,12761;1,12769;1,12767;1,12775;1,12767;1,12775;1;0;0.00006
EUR/USD;15.03.2016 13:00:00.000;15.03.2016 13:00:00.250;1,12769;1,12777;1,12769;1,12777;1,12775;1,12783;1,12775;1,12783;1;0;0.00006
EUR/USD;15.03.2016 12:00:00.000;15.03.2016 12:00:00.250;1,12777;1,12786;1,12777;1,12786;1,12783;1,12792;1,12783;1,12792;1;0;0.00006
EUR/USD;15.03.2016 11:00:00.000;15.03.2016 11:00:00.250;1,12786;1,12794;1,12786;1,12794;1,12792;1,12800;1,12792;1,12800;1;0;0.00006
EUR/USD;15.03.2016 10:00:00.000;15.03.2016 10:00:00.250;1,12794;1,12802;1,12794;1,12802;1,12800;1,12808;1,12800;1,12808;1;0;0.00006
EUR/USD;15.03.2016 09:00:00.000;15.03.2016 09:00:00.250;1,12802;1,12811;1,12802;1,12811;1,12808;1,12817;1,12808;1,12817;1;0;0.00006
EUR/USD;15.03.2016 08:00:00.000;15.03.2016 08:00:00.250;1,12811;1,12819;1,12811;1,12819;1,12817;1,12825;1,12817;1,12825;1;0;0.00006
EUR/USD;15.03.2016 07:00:00.000;15.03.2016 07:00:00.250;1,12819;1,12827;1,12819;1,12827;1,12825;1,12833;1,12825;1,12833;1;0;0.00006
EUR/USD;15.03.2016 06:00:00.000;15.03.2016 06:00:00.250;1,12827;1,12836;1,12827;1,12836;1,12833;1,12842;1,12833;1,12842;1;0;0.00006
EUR/USD;15.03.2016 05:00:00.000;15.03.2016 05:00:00.250;1,12836;1,12844;1,12836;1,12844;1,12842;1,12850;1,12842;1,12850;1;0;0.00006
EUR/USD;15.03.2016 04:00:00.000;15.03.2016 04:00:00.250;1,12844;1,12852;1,12844;1,12852;1,12850;1,12858;1,12850;1,12858;1;0;0.00006
EUR/USD;15.03.2016 03:00:00.000;15.03.2016 03:00:00.250;1,12852;1,12861;1,12852;1,12861;1,12858;1,12867;1,12858;1,12867;1;0;0.00006
EUR/USD;15.03.2016 02:00:00.000;15.03.2016 02:00:00.250;1,12861;1,12869;1,12861;1,12869;1,12867;1,12875;1,12867;1,12875;1;0;0.00006
EUR/USD;15.03.2016 01:00:00.000;15.03.2016 01:00:00.250;1,12869;1,12877;1,12869;1,12877;1,12875;1,12883;1,12875;1,12883;1;0;0.00006
EUR/USD;15.03.2016 00:00:00.000;15.03.2016 00:00:00.250;1,12877;1,12886;1,12877;1,12886;1,12883;1,12892;1,12883;1,12892;1;0;0.00006
EUR/USD;14.03.2016 23:00:00.000;14.03.2016 23:00:00.250;1,12886;1,12894;1,12886;1,12894;1,12892;1,12900;1,12892;1,12900;1;0;0.00006
EUR/USD;14.03.2016 22:00:00.000;14.03.2016 22:00:00.250;1,12894;1,12902;1,12894;1,12902;1,12900;1,12908;1,12900;1,12908;1;0;0.00006
EUR/USD;14.03.2016 21:00:00.000;14.03.2016 21:00:00.250;1,12902;1,12911;1,12902;1,12911;1,12908;1,12917;1,12908;1,12917;1;0;0.00006
EUR/USD;14.03.2016 20:00:00.000;14.03.2016 20:00:00.250;1,12911;1,12919;1,12911;1,12919;1,12917;1,12925;1,12917;1,12925;1;0;0.00006
EUR/USD;14.03.2016 19:00:00.000;14.03.2016 19:00:00.250;1,12919;1,12927;1,12919;1,12927;1,12925;1,12933;1,12925;1,12933;1;0;0.00006
EUR/USD;14.03.2016 18:00:00.000;14.03.2016 18:00:00.250;1,12927;1,12936;1,12927;1,12936;1,12933;1,12942;1,12933;1,12942;1;0;0.00006
EUR/USD;14.03.2016 17:00:00.000;14.03.2016 17:00:00.250;1,12936;1,12944;1,12936;1,12944;1,12942;1,12950;1,12942;1,12950;1;0;0.00006
EUR/USD;14.03.2016 16:00:00.000;14.03.2016 16:00:00.250;1,12944;1,12952;1,12944;1,12952;1,12950;1,12958;1,12950;1,12958;1;0;0.00006
EUR/USD;14.03.2016 15:00:00.000;14.03.2016 15:00:00.250;1,12952;1,12961;1,12952;1,12961;1,12958;1,12967;1,12958;1,12967;1;0;0.00006
EUR/USD;14.03.2016 14:00:00.000;14.03.2016 14:00:00.250;1,12961;1,12969;1,12961;1,12969;1,12967;1,12975;1,12967;1,12975;1;0;0.00006
EUR/USD;14.03.2016 13:00:00.000;14.03.2016 13:00:00.250;1,12969;1,12977;1,12969;1,12977;1,12975;1,12983;1,12975;1,12983;1;0;0.00006
EUR/USD;14.03.2016 12:00:00.000;14.03.2016 12:00:00.250;1,12977;1,12986;1,12977;1,12986;1,12983;1,12992;1,12983;1,12992;1;0;0.00006
EUR/USD;14.03.2016 11:00:00.000;14.03.2016 11:00:00.250;1,12986;1,12994;1,12986;1,12994;1,12992;1,13000;1,12992;1,13000;1;0;0.00006
EUR/USD;14.03.2016 10:00:00.000;14.03.2016 10:00:00.250;1,12994;1,13002;1,12994;1,13002;1,13000;1,13008;1,13000;1,13008;1;0;0.00006
EUR/USD;14.03.2016 09:00:00.000;14.03.2016 09:00:00.250;1,13002;1,13011;1,13002;1,13011;1,13008;1,13017;1,13008;1,13017;1;0;0.00006
EUR/USD;14.03.2016 08:00:00.000;14.03.2016 08:00:00.250;1,13011;1,13019;1,13011;1,13019;1,13017;1,13025;1,13017;1,13025;1;0;0.00006
EUR/USD;14.03.2016 07:00:00.000;14.03.2016 07:00:00.250;1,13019;1,13027;1,13019;1,13027;1,13025;1,13033;1,13025;1,13033;1;0;0.00006
EUR/USD;14.03.2016 06:00:00.000;14.03.2016 06:00:00.250;1,13027;1,13036;1,13027;1,13036;1,13033;1,13042;1,13033;1,13042;1;0;0.00006
EUR/USD;14.03.2016 05:00:00.000;14.03.2016 05:00:00.250;1,13036;1,13044;1,13036;1,13044;1,13042;1,13050;1,13042;1,13050;1;0;0.00006
EUR/USD;14.03.2016 04:00:00.000;14.03.2016 04:00:00.250;1,13044;1,13052;1,13044;1,13052;1,13050;1,13058;1,13050;1,13058;1;0;0.00006
EUR/USD;14.03.2016 03:00:00.000;14.03.2016 03:00:00.250;1,13052;1,13061;1,13052;1,13061;1,13058;1,13067;1,13058;1,13067;1;0;0.00006
EUR/USD;14.03.2016 02:00:00.000;14.03.2016 02:00:00.250;1,13061;1,13069;1,13061;1,13069;1,13067;1,13075;1,13067;1,13075;1;0;0.00006
EUR/USD;14.03.2016 01:00:00.000;14.03.2016 01:00:00.250;1,13069;1,13077;1,13069;1,13077;1,13075;1,13083;1,13075;1,13083;1;0;0.00006
EUR/USD;14.03.2016 00:00:00.000;14.03.2016 00:00:00.250;1,13077;1,13086;1,13077;1,13086;1,13083;1,13092;1,13083;1,13092;1;0;0.00006
EUR/USD;13.03.2016 23:00:00.000;13.03.2016 23:00:00.250;1,13086;1,13094;1,13086;1,13094;1,13092;1,13100;1,13092;1,13100;1;0;0.00006
EUR/USD;13.03.2016 22:00:00.000;13.03.2016 22:00:00.250;1,13094;1,13102;1,13094;1,13102;1,13100;1,13108;1,13100;1,13108;1;0;0.00006
EUR/USD;13.03.2016 21:00:00.000;13.03.2016 21:00:00.250;1,13102;1,13111;1,13102;1,13111;1,13108;1,13117;1,13108;1,13117;1;0;0.00006
EUR/USD;13.03.2016 20:00:00.000;13.03.2016 20:00:00.250;1,13111;1,13119;1,13111;1,13119;1,13117;1,13125;1,13117;1,13125;1;0;0.00006
EUR/USD;13.03.2016 19:00:00.000;13.03.2016 19:00:00.250;1,13119;1,13127;1,13119;1,13127;1,13125;1,13133;1,13125;1,13133;1;0;0.00006
EUR/USD;13.03.2016 18:00:00.000;13.03.2016 18:00:00.250;1,13127;1,13136;1,13127;1,13136;1,13133;1,13142;1,13133;1,13142;1;0;0.00006
EUR/USD;13.03.2016 17:00:00.000;13.03.2016 17:00:00.250;1,13136;1,13144;1,13136;1,13144;1,13142;1,13150;1,13142;1,13150;1;0;0.00006
EUR/USD;13.03.2016 16:00:00.000;13.03.2016 16:00:00.250;1,13144;1,13152;1,13144;1,13152;1,13150;1,13158;1,13150;1,13158;1;0;0.00006
EUR/USD;13.03.2016 15:00:00.000;13.03.2016 15:00:00.250;1,13152;1,13161;1,13152;1,13161;1,13158;1,13167;1,13158;1,13167;1;0;0.00006
EUR/USD;13.03.2016 14:00:00.000;13.03.2016 14:00:00.250;1,13161;1,13169;1,13161;1,13169;1,13167;1,13175;1,13167;1,13175;1;0;0.00006
EUR/USD;13.03.2016 13:00:00.000;13.03.2016 13:00:00.250;1,13169;1,13177;1,13169;1,13177;1,13175;1,13183;1,13175;1,13183;1;0;0.00006
EUR/USD;13.03.2016 12:00:00.000;13.03.2016 12:00:00.250;1,13177;1,13186;1,13177;1,13186;1,13183;1,13192;1,13183;1,13192;1;0;0.00006
EUR/USD;13.03.2016 11:00:00.000;13.03.2016 11:00:00.250;1,13186;1,13194;1,13186;1,13194;1,13192;1,13200;1,13192;1,13200;1;0;0.00006
EUR/USD;13.03.2016 10:00:00.000;13.03.2016 10:00:00.250;1,13194;1,13202;1,13194;1,13202;1,13200;1,13208;1,13200;1,13208;1;0;0.00006
EUR/USD;13.03.2016 09:00:00.000;13.03.2016 09:00:00.250;1,13202;1,13211;1,13202;1,13211;1,13208;1,13217;1,13208;1,13217;1;0;0.00006
EUR/USD;13.03.2016 08:00:00.000;13.03.2016 08:00:00.250;1,13211;1,13219;1,13211;1,13219;1,13217;1,13225;1,13217;1,13225;1;0;0.00006
EUR/USD;13.03.2016 07:00:00.000;13.03.2016 07:00:00.250;1,13219;1,13227;1,13219;1,13227;1,13225;1,13233;1,13225;1,13233;1;0;0.00006
EUR/USD;13.03.2016 06:00:00.000;13.03.2016 06:00:00.250;1,13227;1,13236;1,13227;1,13236;1,13233;1,13242;1,13233;1,13242;1;0;0.00006
EUR/USD;13.03.2016 05:00:00.000;13.03.2016 05:00:00.250;1,13236;1,13244;1,13236;1,13244;1,13242;1,13250;1,13242;1,13250;1;0;0.00006
EUR/USD;13.03.2016 04:00:00.000;13.03.2016 04:00:00.250;1,13244;1,13252;1,13244;1,13252;1,13250;1,13258;1,13250;1,13258;1;0;0.00006
EUR/USD;13.03.2016 03:00:00.000;13.03.2016 03:00:00.250;1,13252;1,13261;1,13252;1,13261;1,13258;1,13267;1,13258;1,13267;1;0;0.00006
EUR/USD;13.03.2016 02:00:00.000;13.03.2016 02:00:00.250;1,13261;1,13269;1,13261;1,13269;1,13267;1,13275;1,13267;1,13275;1;0;0.00006
EUR/USD;13.03.2016 01:00:00.000;13.03.2016 01:00:00.250;1,13269;1,13277;1,13269;1,13277;1,13275;1,13283;1,13275;1,13283;1;0;0.00006
EUR/USD;13.03.2016 00:00:00.000;13.03.2016 00:00:00.250;1,13277;1,13286;1,13277;1,13286;1,13283;1,13292;1,13283;1,13292;1;0;0.00006
EUR/USD;12.03.2016 23:00:00.000;12.03.2016 23:00:00.250;1,13286;1,13294;1,13286;1,13294;1,13292;1,13300;1,13292;1,13300;1;0;0.00006
EUR/USD;12.03.2016 22:00:00.000;12.03.2016 22:00:00.250;1,13294;1,13302;1,13294;1,13302;1,13300;1,13308;1,13300;1,13308;1;0;0.00006
EUR/USD;12.03.2016 21:00:00.000;12.03.2016 21:00:00.250;1,13302;1,13311;1,13302;1,13311;1,13308;1,13317;1,13308;1,13317;1;0;0.00006
EUR/USD;12.03.2016 20:00:00.000;12.03.2016 20:00:00.250;1,13311;1,13319;1,13311;1,13319;1,13317;1,13325;1,13317;1,13325;1;0;0.00006
EUR/USD;12.03.2016 19:00:00.000;12.03.2016 19:00:00.250;1,13319;1,13327;1,13319;1,13327;1,13325;1,13333;1,13325;1,13333;1;0;0.00006
EUR/USD;12.03.2016 18:00:00.000;12.03.2016 18:00:00.250;1,13327;1,13336;1,13327;1,13336;1,13333;1,13342;1,13333;1,13342;1;0;0.00006
EUR/USD;12.03.2016 17:00:00.000;12.03.2016 17:00:00.250;1,13336;1,13344;1,13336;1,13344;1,13342;1,13350;1,13342;1,13350;1;0;0.00006
EUR/USD;12.03.2016 16:00:00.000;12.03.2016 16:00:00.250;1,13344;1,13352;1,13344;1,13352;1,13350;1,13358;1,13350;1,13358;1;0;0.00006
EUR/USD;12.03.2016 15:00:00.000;12.03.2016 15:00:00.250;1,13352;1,13361;1,13352;1,13361;1,13358;1,13367;1,13358;1,13367;1;0;0.00006
EUR/USD;12.03.2016 14:00:00.000;12.03.2016 14:00:00.250;1,13361;1,13369;1,13361;1,13369;1,13367;1,13375;1,13367;1,13375;1;0;0.00006
EUR/USD;12.03.2016 13:00:00.000;12.03.2016 13:00:00.250;1,13369;1,13377;1,13369;1,13377;1,13375;1,13383;1,13375;1,13383;1;0;0.00006
EUR/USD;12.03.2016 12:00:00.000;12.03.2016 12:00:00.250;1,13377;1,13386;1,13377;1,13386;1,13383;1,13392;1,13383;1,13392;1;0;0.00006
EUR/USD;12.03.2016 11:00:00.000;12.03.2016 11:00:00.250;1,13386;1,13394;1,13386;1,13394;1,13392;1,13400;1,13392;1,13400;1;0;0.00006
EUR/USD;12.03.2016 10:00:00.000;12.03.2016 10:00:00.250;1,13394;1,13402;1,13394;1,13402;1,13400;1,13408;1,13400;1,13408;1;0;0.00006
EUR/USD;12.03.2016 09:00:00.000;12.03.2016 09:00:00.250;1,13402;1,13411;1,13402;1,13411;1,13408;1,13417;1,13408;1,13417;1;0;0.00006
EUR/USD;12.03.2016 08:00:00.000;12.03.2016 08:00:00.250;1,13411;1,13419;1,13411;1,13419;1,13417;1,13425;1,13417;1,13425;1;0;0.00006
EUR/USD;12.03.2016 07:00:00.000;12.03.2016 07:00:00.250;1,13419;1,13427;1,13419;1,13427;1,13425;1,13433;1,13425;1,13433;1;0;0.00006
EUR/USD;12.03.2016 06:00:00.000;12.03.2016 06:00:00.250;1,13427;1,13436;1,13427;1,13436;1,13433;1,13442;1,13433;1,13442;1;0;0.00006
EUR/USD;12.03.2016 05:00:00.000;12.03.2016 05:00:00.250;1,13436;1,13444;1,13436;1,13444;1,13442;1,13450;1,13442;1,13450;1;0;0.00006
EUR/USD;12.03.2016 04:00:00.000;12.03.2016 04:00:00.250;1,13444;1,13452;1,13444;1,13452;1,13450;1,13458;1,13450;1,13458;1;0;0.00006
EUR/USD;12.03.2016 03:00:00.000;12.03.2016 03:00:00.250;1,13452;1,13461;1,13452;1,13461;1,13458;1,13467;1,13458;1,13467;1;0;0.00006
EUR/USD;12.03.2016 02:00:00.000;12.03.2016 02:00:00.250;1,13461;1,13469;1,13461;1,13469;1,13467;1,13475;1,13467;1,13475;1;0;0.00006
EUR/USD;12.03.2016 01:00:00.000;12.03.2016 01:00:00.250;1,13469;1,13477;1,13469;1,13477;1,13475;1,13483;1,13475;1,13483;1;0;0.00006
EUR/USD;12.03.2016 00:00:00.000;12.03.2016 00:00:00.250;1,13477;1,13486;1,13477;1,13486;1,13483;1,13492;1,13483;1,13492;1;0;0.00006
EUR/USD;11.03.2016 23:00:00.000;11.03.2016 23:00:00.250;1,13486;1,13494;1,13486;1,13494;1,13492;1,13500;1,13492;1,13500;1;0;0.00006
EUR/USD;11.03.2016 22:00:00.000;11.03.2016 22:00:00.250;1,13494;1,13502;1,13494;1,13502;1,13500;1,13508;1,13500;1,13508;1;0;0.00006
EUR/USD;11.03.2016 21:00:00.000;11.03.2016 21:00:00.250;1,13502;1,13511;1,13502;1,13511;1,13508;1,13517;1,13508;1,13517;1;0;0.00006
EUR/USD;11.03.2016 20:00:00.000;11.03.2016 20:00:00.250;1,13511;1,13519;1,13511;1,13519;1,13517;1,13525;1,13517;1,13525;1;0;0.00006
EUR/USD;11.03.2016 19:00:00.000;11.03.2016 19:00:00.250;1,13519;1,13527;1,13519;1,13527;1,13525;1,13533;1,13525;1,13533;1;0;0.00006
EUR/USD;11.03.2016 18:00:00.000;11.03.2016 18:00:00.250;1,13527;1,13536;1,13527;1,13536;1,13533;1,13542;1,13533;1,13542;1;0;0.00006
EUR/USD;11.03.2016 17:00:00.000;11.03.2016 17:00:00.250;1,13536;1,13544;1,13536;1,13544;1,13542;1,13550;1,13542;1,13550;1;0;0.00006
EUR/USD;11.03.2016 16:00:00.000;11.03.2016 16:00:00.250;1,13544;1,13552;1,13544;1,13552;1,13550;1,13558;1,13550;1,13558;1;0;0.00006
EUR/USD;11.03.2016 15:00:00.000;11.03.2016 15:00:00.250;1,13552;1,13561;1,13552;1,13561;1,13558;1,13567;1,13558;1,13567;1;0;0.00006
EUR/USD;11.03.2016 14:00:00.000;11.03.2016 14:00:00.250;1,13561;1,13569;1,13561;1,13569;1,13567;1,13575;1,13567;1,13575;1;0;0.00006
EUR/USD;11.03.2016 13:00:00.000;11.03.2016 13:00:00.250;1,13569;1,13577;1,13569;1,13577;1,13575;1,13583;1,13575;1,13583;1;0;0.00006
EUR/USD;11.03.2016 12:00:00.000;11.03.2016 12:00:00.250;1,13577;1,13586;1,13577;1,13586;1,13583;1,13592;1,13583;1,13592;1;0;0.00006
EUR/USD;11.03.2016 11:00:00.000;11.03.2016 11:00:00.250;1,13586;1,13594;1,13586;1,13594;1,13592;1,13600;1,13592;1,13600;1;0;0.00006
EUR/USD;11.03.2016 10:00:00.000;11.03.2016 10:00:00.250;1,13594;1,13602;1,13594;1,13602;1,13600;1,13608;1,13600;1,13608;1;0;0.00006
EUR/USD;11.03.2016 09:00:00.000;11.03.2016 09:00:00.250;1,13602;1,13611;1,13602;1,13611;1,13608;1,13617;1,13608;1,13617;1;0;0.00006
EUR/USD;11.03.2016 08:00:00.000;11.03.2016 08:00:00.250;1,13611;1,13619;1,13611;1,13619;1,13617;1,13625;1,13617;1,13625;1;0;0.00006
EUR/USD;11.03.2016 07:00:00.000;11.03.2016 07:00:00.250;1,13619;1,13627;1,13619;1,13627;1,13625;1,13633;1,13625;1,13633;1;0;0.00006
EUR/USD;11.03.2016 06:00:00.000;11.03.2016 06:00:00.250;1,13627;1,13636;1,13627;1,13636;1,13633;1,13642;1,13633;1,13642;1;0;0.00006
EUR/USD;11.03.2016 05:00:00.000;11.03.2016 05:00:00.250;1,13636;1,13644;1,13636;1,13644;1,13642;1,13650;1,13642;1,13650;1;0;0.00006
EUR/USD;11.03.2016 04:00:00.000;11.03.2016 04:00:00.250;1,13644;1,13652;1,13644;1,13652;1,13650;1,13658;1,13650;1,13658;1;0;0.00006
EUR/USD;11.03.2016 03:00:00.000;11.03.2016 03:00:00.250;1,13652;1,13661;1,13652;1,13661;1,13658;1,13667;1,13658;1,13667;1;0;0.00006
EUR/USD;11.03.2016 02:00:00.000;11.03.2016 02:00:00.250;1,13661;1,13669;1,13661;1,13669;1,13667;1,13675;1,13667;1,13675;1;0;0.00006
EUR/USD;11.03.2016 01:00:00.000;11.03.2016 01:00:00.250;1,13669;1,13677;1,13669;1,13677;1,13675;1,13683;1,13675;1,13683;1;0;0.00006
EUR/USD;11.03.2016 00:00:00.000;11.03.2016 00:00:00.250;1,13677;1,13686;1,13677;1,13686;1,13683;1,13692;1,13683;1,13692;1;0;0.00006
EUR/USD;10.03.2016 23:00:00.000;10.03.2016 23:00:00.250;1,13686;1,13694;1,13686;1,13694;1,13692;1,13700;1,13692;1,13700;1;0;0.00006
EUR/USD;10.03.2016 22:00:00.000;10.03.2016 22:00:00.250;1,13694;1,13702;1,13694;1,13702;1,13700;1,13708;1,13700;1,13708;1;0;0.00006
EUR/USD;10.03.2016 21:00:00.000;10.03.2016 21:00:00.250;1,13702;1,13711;1,13702;1,13711;1,13708;1,13717;1,13708;1,13717;1;0;0.00006
EUR/USD;10.03.2016 20:00:00.000;10.03.2016 20:00:00.250;1,13711;1,13719;1,13711;1,13719;1,13717;1,13725;1,13717;1,13725;1;0;0.00006
EUR/USD;10.03.2016 19:00:00.000;10.03.2016 19:00:00.250;1,13719;1,13727;1,13719;1,13727;1,13725;1,13733;1,13725;1,13733;1;0;0.00006
EUR/USD;10.03.2016 18:00:00.000;10.03.2016 18:00:00.250;1,13727;1,13736;1,13727;1,13736;1,13733;1,13742;1,13733;1,13742;1;0;0.00006
EUR/USD;10.03.2016 17:00:00.000;10.03.2016 17:00:00.250;1,13736;1,13744;1,13736;1,13744;1,13742;1,13750;1,13742;1,13750;1;0;0.00006
EUR/USD;10.03.2016 16:00:00.000;10.03.2016 16:00:00.250;1,13744;1,13752;1,13744;1,13752;1,13750;1,13758;1,13750;1,13758;1;0;0.00006
EUR/USD;10.03.2016 15:00:00.000;10.03.2016 15:00:00.250;1,13752;1,13761;1,13752;1,13761;1,13758;1,13767;1,13758;1,13767;1;0;0.00006
EUR/USD;10.03.2016 14:00:00.000;10.03.2016 14:00:00.250;1,13761;1,13769;1,13761;1,13769;1,13767;1,13775;1,13767;1,13775;1;0;0.00006
EUR/USD;10.03.2016 13:00:00.000;10.03.2016 13:00:00.250;1,13769;1,13777;1,13769;1,13777;1,13775;1,13783;1,13775;1,13783;1;0;0.00006
EUR/USD;10.03.2016 12:00:00.000;10.03.2016 12:00:00.250;1,13777;1,13786;1,13777;1,13786;1,13783;1,13792;1,13783;1,13792;1;0;0.00006
EUR/USD;10.03.2016 11:00:00.000;10.03.2016 11:00:00.250;1,13786;1,13794;1,13786;1,13794;1,13792;1,13800;1,13792;1,13800;1;0;0.00006
EUR/USD;10.03.2016 10:00:00.000;10.03.2016 10:00:00.250;1,13794;1,13802;1,13794;1,13802;1,13800;1,13808;1,13800;1,13808;1;0;0.00006
EUR/USD;10.03.2016 09:00:00.000;10.03.2016 09:00:00.250;1,13802;1,13811;1,13802;1,13811;1,13808;1,13817;1,13808;1,13817;1;0;0.00006
EUR/USD;10.03.2016 08:00:00.000;10.03.2016 08:00:00.250;1,13811;1,13819;1,13811;1,13819;1,13817;1,13825;1,13817;1,13825;1;0;0.00006
EUR/USD;10.03.2016 07:00:00.000;10.03.2016 07:00:00.250;1,13819;1,13827;1,13819;1,13827;1,13825;1,13833;1,13825;1,13833;1;0;0.00006
EUR/USD;10.03.2016 06:00:00.000;10.03.2016 06:00:00.250;1,13827;1,13836;1,13827;1,13836;1,13833;1,13842;1,13833;1,13842;1;0;0.00006
EUR/USD;10.03.2016 05:00:00.000;10.03.2016 05:00:00.250;1,13836;1,13844;1,13836;1,13844;1,13842;1,13850;1,13842;1,13850;1;0;0.00006
EUR/USD;10.03.2016 04:00:00.000;10.03.2016 04:00:00.250;1,13844;1,13852;1,13844;1,13852;1,13850;1,13858;1,13850;1,13858;1;0;0.00006
EUR/USD;10.03.2016 03:00:00.000;10.03.2016 03:00:00.250;1,13852;1,13861;1,13852;1,13861;1,13858;1,13867;1,13858;1,13867;1;0;0.00006
EUR/USD;10.03.2016 02:00:00.000;10.03.2016 02:00:00.250;1,13861;1,13869;1,13861;1,13869;1,13867;1,13875;1,13867;1,13875;1;0;0.00006
EUR/USD;10.03.2016 01:00:00.000;10.03.2016 01:00:00.250;1,13869;1,13877;1,13869;1,13877;1,13875;1,13883;1,13875;1,13883;1;0;0.00006
EUR/USD;10.03.2016 00:00:00.000;10.03.2016 00:00:00.250;1,13877;1,13886;1,13877;1,13886;1,13883;1,13892;1,13883;1,13892;1;0;0.00006
EUR/USD;09.03.2016 23:00:00.000;09.03.2016 23:00:00.250;1,13886;1,13894;1,13886;1,13894;1,13892;1,13900;1,13892;1,13900;1;0;0.00006
EUR/USD;09.03.2016 22:00:00.000;09.03.2016 22:00:00.250;1,13894;1,13902;1,13894;1,13902;1,13900;1,13908;1,13900;1,13908;1;0;0.00006
EUR/USD;09.03.2016 21:00:00.000;09.03.2016 21:00:00.250;1,13902;1,13911;1,13902;1,13911;1,13908;1,13917;1,13908;1,13917;1;0;0.00006
EUR/USD;09.03.2016 20:00:00.000;09.03.2016 20:00:00.250;1,13911;1,13919;1,13911;1,13919;1,13917;1,13925;1,13917;1,13925;1;0;0.00006
EUR/USD;09.03.2016 19:00:00.000;09.03.2016 19:00:00.250;1,13919;1,13927;1,13919;1,13927;1,13925;1,13933;1,13925;1,13933;1;0;0.00006
EUR/USD;09.03.2016 18:00:00.000;09.03.2016 18:00:00.250;1,13927;1,13936;1,13927;1,13936;1,13933;1,13942;1,13933;1,13942;1;0;0.00006
EUR/USD;09.03.2016 17:00:00.000;09.03.2016 17:00:00.250;1,13936;1,13944;1,13936;1,13944;1,13942;1,13950;1,13942;1,13950;1;0;0.00006
EUR/USD;09.03.2016 16:00:00.000;09.03.2016 16:00:00.250;1,13944;1,13952;1,13944;1,13952;1,13950;1,13958;1,13950;1,13958;1;0;0.00006
EUR/USD;09.03.2016 15:00:00.000;09.03.2016 15:00:00.250;1,13952;1,13961;1,13952;1,13961;1,13958;1,13967;1,13958;1,13967;1;0;0.00006
EUR/USD;09.03.2016 14:00:00.000;09.03.2016 14:00:00.250;1,13961;1,13969;1,13961;1,13969;1,13967;1,13975;1,13967;1,13975;1;0;0.00006
EUR/USD;09.03.2016 13:00:00.000;09.03.2016 13:00:00.250;1,13969;1,13977;1,13969;1,13977;1,13975;1,13983;1,13975;1,13983;1;0;0.00006
EUR/USD;09.03.2016 12:00:00.000;09.03.2016 12:00:00.250;1,13977;1,13986;1,13977;1,13986;1,13983;1,13992;1,13983;1,13992;1;0;0.00006
EUR/USD;09.03.2016 11:00:00.000;09.03.2016 11:00:00.250;1,13986;1,13994;1,13986;1,13994;1,13992;1,14000;1,13992;1,14000;1;0;0.00006
EUR/USD;09.03.2016 10:00:00.000;09.03.2016 10:00:00.250;1,13994;1,14002;1,13994;1,14002;1,14000;1,14008;1,14000;1,14008;1;0;0.00006
EUR/USD;09.03.2016 09:00:00.000;09.03.2016 09:00:00.250;1,14002;1,14011;1,14002;1,14011;1,14008;1,14017;1,14008;1,14017;1;0;0.00006
EUR/USD;09.03.2016 08:00:00.000;09.03.2016 08:00:00.250;1,14011;1,14019;1,14011;1,14019;1,14017;1,14025;1,14017;1,14025;1;0;0.00006
